DOG;TOOTH_NUMBER;MAX_MAND;SIDE;POSITION;DEVELOPM_STAGE;LOWER;UPPER;CENS;SEX;BREED;BREED_SIZE;SKULL_TYPE;BREED_CLADE
1;201;MAX;L;1;1;91.0;93.0;3;F;Akita Inu;Large;Meso;A
1;201;MAX;L;1;2;93.0;93.0;0;F;Akita Inu;Large;Meso;A
1;201;MAX;L;1;3;99.0;101.0;3;F;Akita Inu;Large;Meso;A
1;101;MAX;R;1;1;91.0;93.0;3;F;Akita Inu;Large;Meso;A
1;101;MAX;R;1;2;93.0;93.0;0;F;Akita Inu;Large;Meso;A
1;101;MAX;R;1;3;99.0;101.0;3;F;Akita Inu;Large;Meso;A
1;301;MAND;L;1;1;91.0;93.0;3;F;Akita Inu;Large;Meso;A
1;301;MAND;L;1;2;93.0;93.0;0;F;Akita Inu;Large;Meso;A
1;301;MAND;L;1;3;98.0;100.0;3;F;Akita Inu;Large;Meso;A
1;401;MAND;R;1;1;91.0;93.0;3;F;Akita Inu;Large;Meso;A
1;401;MAND;R;1;2;93.0;93.0;0;F;Akita Inu;Large;Meso;A
1;401;MAND;R;1;3;98.0;100.0;3;F;Akita Inu;Large;Meso;A
1;202;MAX;L;2;1;91.0;93.0;3;F;Akita Inu;Large;Meso;A
1;202;MAX;L;2;2;93.0;93.0;0;F;Akita Inu;Large;Meso;A
1;202;MAX;L;2;3;98.0;100.0;3;F;Akita Inu;Large;Meso;A
1;102;MAX;R;2;1;91.0;93.0;3;F;Akita Inu;Large;Meso;A
1;102;MAX;R;2;2;93.0;93.0;0;F;Akita Inu;Large;Meso;A
1;102;MAX;R;2;3;98.0;100.0;3;F;Akita Inu;Large;Meso;A
1;302;MAND;L;2;1;91.0;93.0;3;F;Akita Inu;Large;Meso;A
1;302;MAND;L;2;2;93.0;93.0;0;F;Akita Inu;Large;Meso;A
1;302;MAND;L;2;3;98.0;100.0;3;F;Akita Inu;Large;Meso;A
1;402;MAND;R;2;1;91.0;93.0;3;F;Akita Inu;Large;Meso;A
1;402;MAND;R;2;2;93.0;93.0;0;F;Akita Inu;Large;Meso;A
1;402;MAND;R;2;3;98.0;100.0;3;F;Akita Inu;Large;Meso;A
1;203;MAX;L;3;1;98.0;107.0;3;F;Akita Inu;Large;Meso;A
1;203;MAX;L;3;2;100.0;107.0;3;F;Akita Inu;Large;Meso;A
1;203;MAX;L;3;3;107.0;114.0;3;F;Akita Inu;Large;Meso;A
1;103;MAX;R;3;1;98.0;107.0;3;F;Akita Inu;Large;Meso;A
1;103;MAX;R;3;2;100.0;107.0;3;F;Akita Inu;Large;Meso;A
1;103;MAX;R;3;3;107.0;114.0;3;F;Akita Inu;Large;Meso;A
1;303;MAND;L;3;1;98.0;107.0;3;F;Akita Inu;Large;Meso;A
1;303;MAND;L;3;2;100.0;107.0;3;F;Akita Inu;Large;Meso;A
1;303;MAND;L;3;3;107.0;114.0;3;F;Akita Inu;Large;Meso;A
1;403;MAND;R;3;1;98.0;107.0;3;F;Akita Inu;Large;Meso;A
1;403;MAND;R;3;2;100.0;107.0;3;F;Akita Inu;Large;Meso;A
1;403;MAND;R;3;3;107.0;114.0;3;F;Akita Inu;Large;Meso;A
1;204;MAX;L;4;1;122.0;;4;F;Akita Inu;Large;Meso;A
1;204;MAX;L;4;2;121.0;121.0;0;F;Akita Inu;Large;Meso;A
1;204;MAX;L;4;3;131.0;135.0;3;F;Akita Inu;Large;Meso;A
1;104;MAX;R;4;1;119.0;121.0;3;F;Akita Inu;Large;Meso;A
1;104;MAX;R;4;2;121.0;121.0;0;F;Akita Inu;Large;Meso;A
1;104;MAX;R;4;3;131.0;135.0;3;F;Akita Inu;Large;Meso;A
1;304;MAND;L;4;1;122.0;;4;F;Akita Inu;Large;Meso;A
1;304;MAND;L;4;2;122.0;;4;F;Akita Inu;Large;Meso;A
1;304;MAND;L;4;3;136.0;;4;F;Akita Inu;Large;Meso;A
1;404;MAND;R;4;1;122.0;;4;F;Akita Inu;Large;Meso;A
1;404;MAND;R;4;2;122.0;;4;F;Akita Inu;Large;Meso;A
1;404;MAND;R;4;3;136.0;;4;F;Akita Inu;Large;Meso;A
1;205;MAX;L;5;2;93.0;93.0;0;F;Akita Inu;Large;Meso;A
1;205;MAX;L;5;3;98.0;100.0;3;F;Akita Inu;Large;Meso;A
1;105;MAX;R;5;2;93.0;93.0;0;F;Akita Inu;Large;Meso;A
1;105;MAX;R;5;3;98.0;100.0;3;F;Akita Inu;Large;Meso;A
1;305;MAND;L;5;2;114.0;121.0;3;F;Akita Inu;Large;Meso;A
1;305;MAND;L;5;3;121.0;128.0;3;F;Akita Inu;Large;Meso;A
1;405;MAND;R;5;2;114.0;121.0;3;F;Akita Inu;Large;Meso;A
1;405;MAND;R;5;3;121.0;128.0;3;F;Akita Inu;Large;Meso;A
1;206;MAX;L;6;1;122.0;;4;F;Akita Inu;Large;Meso;A
1;206;MAX;L;6;2;122.0;;4;F;Akita Inu;Large;Meso;A
1;206;MAX;L;6;3;129.0;;4;F;Akita Inu;Large;Meso;A
1;106;MAX;R;6;1;122.0;;4;F;Akita Inu;Large;Meso;A
1;106;MAX;R;6;2;122.0;;4;F;Akita Inu;Large;Meso;A
1;106;MAX;R;6;3;129.0;;4;F;Akita Inu;Large;Meso;A
1;306;MAND;L;6;1;;;1;F;Akita Inu;Large;Meso;A
1;306;MAND;L;6;2;;;1;F;Akita Inu;Large;Meso;A
1;306;MAND;L;6;3;;;1;F;Akita Inu;Large;Meso;A
1;406;MAND;R;6;1;;;1;F;Akita Inu;Large;Meso;A
1;406;MAND;R;6;2;;;1;F;Akita Inu;Large;Meso;A
1;406;MAND;R;6;3;;;1;F;Akita Inu;Large;Meso;A
1;207;MAX;L;7;1;121.0;121.0;0;F;Akita Inu;Large;Meso;A
1;207;MAX;L;7;2;122.0;124.0;3;F;Akita Inu;Large;Meso;A
1;207;MAX;L;7;3;132.0;133.0;3;F;Akita Inu;Large;Meso;A
1;107;MAX;R;7;1;122.0;;4;F;Akita Inu;Large;Meso;A
1;107;MAX;R;7;2;122.0;;4;F;Akita Inu;Large;Meso;A
1;107;MAX;R;7;3;132.0;;4;F;Akita Inu;Large;Meso;A
1;307;MAND;L;7;1;;;1;F;Akita Inu;Large;Meso;A
1;307;MAND;L;7;2;;;1;F;Akita Inu;Large;Meso;A
1;307;MAND;L;7;3;;;1;F;Akita Inu;Large;Meso;A
1;407;MAND;R;7;1;;;1;F;Akita Inu;Large;Meso;A
1;407;MAND;R;7;2;;;1;F;Akita Inu;Large;Meso;A
1;407;MAND;R;7;3;;;1;F;Akita Inu;Large;Meso;A
1;208;MAX;L;8;1;105.0;107.0;3;F;Akita Inu;Large;Meso;A
1;208;MAX;L;8;2;107.0;107.0;0;F;Akita Inu;Large;Meso;A
1;208;MAX;L;8;3;114.0;;4;F;Akita Inu;Large;Meso;A
1;108;MAX;R;8;1;105.0;107.0;3;F;Akita Inu;Large;Meso;A
1;108;MAX;R;8;2;107.0;107.0;0;F;Akita Inu;Large;Meso;A
1;108;MAX;R;8;3;114.0;;4;F;Akita Inu;Large;Meso;A
1;308;MAND;L;8;1;;;1;F;Akita Inu;Large;Meso;A
1;308;MAND;L;8;2;;;1;F;Akita Inu;Large;Meso;A
1;308;MAND;L;8;3;;;1;F;Akita Inu;Large;Meso;A
1;408;MAND;R;8;1;;;1;F;Akita Inu;Large;Meso;A
1;408;MAND;R;8;2;;;1;F;Akita Inu;Large;Meso;A
1;408;MAND;R;8;3;;;1;F;Akita Inu;Large;Meso;A
1;209;MAX;L;9;2;107.0;107.0;0;F;Akita Inu;Large;Meso;A
1;209;MAX;L;9;3;114.0;;4;F;Akita Inu;Large;Meso;A
1;109;MAX;R;9;2;107.0;107.0;0;F;Akita Inu;Large;Meso;A
1;109;MAX;R;9;3;114.0;;4;F;Akita Inu;Large;Meso;A
1;309;MAND;L;9;2;107.0;107.0;0;F;Akita Inu;Large;Meso;A
1;309;MAND;L;9;3;117.0;;4;F;Akita Inu;Large;Meso;A
1;409;MAND;R;9;2;107.0;107.0;0;F;Akita Inu;Large;Meso;A
1;409;MAND;R;9;3;117.0;;4;F;Akita Inu;Large;Meso;A
1;210;MAX;L;10;2;;;1;F;Akita Inu;Large;Meso;A
1;210;MAX;L;10;3;;;1;F;Akita Inu;Large;Meso;A
1;110;MAX;R;10;2;;;1;F;Akita Inu;Large;Meso;A
1;110;MAX;R;10;3;;;1;F;Akita Inu;Large;Meso;A
1;310;MAND;L;10;2;;;1;F;Akita Inu;Large;Meso;A
1;310;MAND;L;10;3;;;1;F;Akita Inu;Large;Meso;A
1;410;MAND;R;10;2;;;1;F;Akita Inu;Large;Meso;A
1;410;MAND;R;10;3;;;1;F;Akita Inu;Large;Meso;A
1;311;MAND;L;11;2;;;1;F;Akita Inu;Large;Meso;A
1;311;MAND;L;11;3;;;1;F;Akita Inu;Large;Meso;A
1;411;MAND;R;11;2;;;1;F;Akita Inu;Large;Meso;A
1;411;MAND;R;11;3;;;1;F;Akita Inu;Large;Meso;A
2;201;MAX;L;1;1;110.0;118.0;3;F;Akita Inu;Large;Meso;A
2;201;MAX;L;1;2;110.0;118.0;3;F;Akita Inu;Large;Meso;A
2;201;MAX;L;1;3;118.0;126.0;3;F;Akita Inu;Large;Meso;A
2;101;MAX;R;1;1;110.0;118.0;3;F;Akita Inu;Large;Meso;A
2;101;MAX;R;1;2;110.0;118.0;3;F;Akita Inu;Large;Meso;A
2;101;MAX;R;1;3;118.0;126.0;3;F;Akita Inu;Large;Meso;A
2;301;MAND;L;1;1;111.0;118.0;3;F;Akita Inu;Large;Meso;A
2;301;MAND;L;1;2;111.0;118.0;3;F;Akita Inu;Large;Meso;A
2;301;MAND;L;1;3;118.0;125.0;3;F;Akita Inu;Large;Meso;A
2;401;MAND;R;1;1;111.0;118.0;3;F;Akita Inu;Large;Meso;A
2;401;MAND;R;1;2;111.0;118.0;3;F;Akita Inu;Large;Meso;A
2;401;MAND;R;1;3;118.0;125.0;3;F;Akita Inu;Large;Meso;A
2;202;MAX;L;2;1;111.0;118.0;3;F;Akita Inu;Large;Meso;A
2;202;MAX;L;2;2;111.0;118.0;3;F;Akita Inu;Large;Meso;A
2;202;MAX;L;2;3;118.0;125.0;3;F;Akita Inu;Large;Meso;A
2;102;MAX;R;2;1;111.0;118.0;3;F;Akita Inu;Large;Meso;A
2;102;MAX;R;2;2;111.0;118.0;3;F;Akita Inu;Large;Meso;A
2;102;MAX;R;2;3;118.0;125.0;3;F;Akita Inu;Large;Meso;A
2;302;MAND;L;2;1;111.0;118.0;3;F;Akita Inu;Large;Meso;A
2;302;MAND;L;2;2;111.0;118.0;3;F;Akita Inu;Large;Meso;A
2;302;MAND;L;2;3;118.0;125.0;3;F;Akita Inu;Large;Meso;A
2;402;MAND;R;2;1;111.0;118.0;3;F;Akita Inu;Large;Meso;A
2;402;MAND;R;2;2;111.0;118.0;3;F;Akita Inu;Large;Meso;A
2;402;MAND;R;2;3;118.0;125.0;3;F;Akita Inu;Large;Meso;A
2;203;MAX;L;3;1;111.0;118.0;3;F;Akita Inu;Large;Meso;A
2;203;MAX;L;3;2;111.0;118.0;3;F;Akita Inu;Large;Meso;A
2;203;MAX;L;3;3;118.0;125.0;3;F;Akita Inu;Large;Meso;A
2;103;MAX;R;3;1;111.0;118.0;3;F;Akita Inu;Large;Meso;A
2;103;MAX;R;3;2;111.0;118.0;3;F;Akita Inu;Large;Meso;A
2;103;MAX;R;3;3;118.0;125.0;3;F;Akita Inu;Large;Meso;A
2;303;MAND;L;3;1;119.0;;4;F;Akita Inu;Large;Meso;A
2;303;MAND;L;3;2;119.0;;4;F;Akita Inu;Large;Meso;A
2;303;MAND;L;3;3;126.0;;4;F;Akita Inu;Large;Meso;A
2;403;MAND;R;3;1;119.0;;4;F;Akita Inu;Large;Meso;A
2;403;MAND;R;3;2;119.0;;4;F;Akita Inu;Large;Meso;A
2;403;MAND;R;3;3;126.0;;4;F;Akita Inu;Large;Meso;A
2;204;MAX;L;4;1;133.0;;4;F;Akita Inu;Large;Meso;A
2;204;MAX;L;4;2;133.0;;4;F;Akita Inu;Large;Meso;A
2;204;MAX;L;4;3;147.0;;4;F;Akita Inu;Large;Meso;A
2;104;MAX;R;4;1;133.0;;4;F;Akita Inu;Large;Meso;A
2;104;MAX;R;4;2;133.0;;4;F;Akita Inu;Large;Meso;A
2;104;MAX;R;4;3;147.0;;4;F;Akita Inu;Large;Meso;A
2;304;MAND;L;4;1;133.0;;4;F;Akita Inu;Large;Meso;A
2;304;MAND;L;4;2;133.0;;4;F;Akita Inu;Large;Meso;A
2;304;MAND;L;4;3;147.0;;4;F;Akita Inu;Large;Meso;A
2;404;MAND;R;4;1;133.0;;4;F;Akita Inu;Large;Meso;A
2;404;MAND;R;4;2;133.0;;4;F;Akita Inu;Large;Meso;A
2;404;MAND;R;4;3;147.0;;4;F;Akita Inu;Large;Meso;A
2;205;MAX;L;5;2;111.0;118.0;3;F;Akita Inu;Large;Meso;A
2;205;MAX;L;5;3;118.0;125.0;3;F;Akita Inu;Large;Meso;A
2;105;MAX;R;5;2;111.0;118.0;3;F;Akita Inu;Large;Meso;A
2;105;MAX;R;5;3;118.0;125.0;3;F;Akita Inu;Large;Meso;A
2;305;MAND;L;5;2;133.0;;4;F;Akita Inu;Large;Meso;A
2;305;MAND;L;5;3;140.0;;4;F;Akita Inu;Large;Meso;A
2;405;MAND;R;5;2;133.0;;4;F;Akita Inu;Large;Meso;A
2;405;MAND;R;5;3;140.0;;4;F;Akita Inu;Large;Meso;A
2;206;MAX;L;6;1;133.0;;4;F;Akita Inu;Large;Meso;A
2;206;MAX;L;6;2;;;1;F;Akita Inu;Large;Meso;A
2;206;MAX;L;6;3;140.0;;4;F;Akita Inu;Large;Meso;A
2;106;MAX;R;6;1;133.0;;4;F;Akita Inu;Large;Meso;A
2;106;MAX;R;6;2;;;1;F;Akita Inu;Large;Meso;A
2;106;MAX;R;6;3;140.0;;4;F;Akita Inu;Large;Meso;A
2;306;MAND;L;6;1;133.0;;4;F;Akita Inu;Large;Meso;A
2;306;MAND;L;6;2;;;1;F;Akita Inu;Large;Meso;A
2;306;MAND;L;6;3;140.0;;4;F;Akita Inu;Large;Meso;A
2;406;MAND;R;6;1;133.0;;4;F;Akita Inu;Large;Meso;A
2;406;MAND;R;6;2;;;1;F;Akita Inu;Large;Meso;A
2;406;MAND;R;6;3;140.0;;4;F;Akita Inu;Large;Meso;A
2;207;MAX;L;7;1;133.0;;4;F;Akita Inu;Large;Meso;A
2;207;MAX;L;7;2;133.0;;4;F;Akita Inu;Large;Meso;A
2;207;MAX;L;7;3;141.0;;4;F;Akita Inu;Large;Meso;A
2;107;MAX;R;7;1;133.0;;4;F;Akita Inu;Large;Meso;A
2;107;MAX;R;7;2;133.0;;4;F;Akita Inu;Large;Meso;A
2;107;MAX;R;7;3;141.0;;4;F;Akita Inu;Large;Meso;A
2;307;MAND;L;7;1;133.0;;4;F;Akita Inu;Large;Meso;A
2;307;MAND;L;7;2;133.0;;4;F;Akita Inu;Large;Meso;A
2;307;MAND;L;7;3;140.0;;4;F;Akita Inu;Large;Meso;A
2;407;MAND;R;7;1;133.0;;4;F;Akita Inu;Large;Meso;A
2;407;MAND;R;7;2;133.0;;4;F;Akita Inu;Large;Meso;A
2;407;MAND;R;7;3;140.0;;4;F;Akita Inu;Large;Meso;A
2;208;MAX;L;8;1;133.0;;4;F;Akita Inu;Large;Meso;A
2;208;MAX;L;8;2;133.0;;4;F;Akita Inu;Large;Meso;A
2;208;MAX;L;8;3;141.0;;4;F;Akita Inu;Large;Meso;A
2;108;MAX;R;8;1;133.0;;4;F;Akita Inu;Large;Meso;A
2;108;MAX;R;8;2;133.0;;4;F;Akita Inu;Large;Meso;A
2;108;MAX;R;8;3;141.0;;4;F;Akita Inu;Large;Meso;A
2;308;MAND;L;8;1;133.0;;4;F;Akita Inu;Large;Meso;A
2;308;MAND;L;8;2;133.0;;4;F;Akita Inu;Large;Meso;A
2;308;MAND;L;8;3;140.0;;4;F;Akita Inu;Large;Meso;A
2;408;MAND;R;8;1;133.0;;4;F;Akita Inu;Large;Meso;A
2;408;MAND;R;8;2;133.0;;4;F;Akita Inu;Large;Meso;A
2;408;MAND;R;8;3;140.0;;4;F;Akita Inu;Large;Meso;A
2;209;MAX;L;9;2;119.0;132.0;3;F;Akita Inu;Large;Meso;A
2;209;MAX;L;9;3;126.0;139.0;3;F;Akita Inu;Large;Meso;A
2;109;MAX;R;9;2;119.0;132.0;3;F;Akita Inu;Large;Meso;A
2;109;MAX;R;9;3;126.0;139.0;3;F;Akita Inu;Large;Meso;A
2;309;MAND;L;9;2;119.0;132.0;3;F;Akita Inu;Large;Meso;A
2;309;MAND;L;9;3;129.0;142.0;3;F;Akita Inu;Large;Meso;A
2;409;MAND;R;9;2;119.0;132.0;3;F;Akita Inu;Large;Meso;A
2;409;MAND;R;9;3;129.0;142.0;3;F;Akita Inu;Large;Meso;A
2;210;MAX;L;10;2;133.0;;4;F;Akita Inu;Large;Meso;A
2;210;MAX;L;10;3;140.0;;4;F;Akita Inu;Large;Meso;A
2;110;MAX;R;10;2;133.0;;4;F;Akita Inu;Large;Meso;A
2;110;MAX;R;10;3;140.0;;4;F;Akita Inu;Large;Meso;A
2;310;MAND;L;10;2;133.0;;4;F;Akita Inu;Large;Meso;A
2;310;MAND;L;10;3;140.0;;4;F;Akita Inu;Large;Meso;A
2;410;MAND;R;10;2;133.0;;4;F;Akita Inu;Large;Meso;A
2;410;MAND;R;10;3;140.0;;4;F;Akita Inu;Large;Meso;A
2;311;MAND;L;11;2;133.0;;4;F;Akita Inu;Large;Meso;A
2;311;MAND;L;11;3;140.0;;4;F;Akita Inu;Large;Meso;A
2;411;MAND;R;11;2;133.0;;4;F;Akita Inu;Large;Meso;A
2;411;MAND;R;11;3;140.0;;4;F;Akita Inu;Large;Meso;A
3;201;MAX;L;1;1;117.0;127.0;3;M;Akita Inu;Large;Meso;A
3;201;MAX;L;1;2;119.0;127.0;3;M;Akita Inu;Large;Meso;A
3;201;MAX;L;1;3;127.0;134.0;3;M;Akita Inu;Large;Meso;A
3;101;MAX;R;1;1;117.0;127.0;3;M;Akita Inu;Large;Meso;A
3;101;MAX;R;1;2;119.0;127.0;3;M;Akita Inu;Large;Meso;A
3;101;MAX;R;1;3;127.0;134.0;3;M;Akita Inu;Large;Meso;A
3;301;MAND;L;1;1;117.0;127.0;3;M;Akita Inu;Large;Meso;A
3;301;MAND;L;1;2;120.0;127.0;3;M;Akita Inu;Large;Meso;A
3;301;MAND;L;1;3;127.0;134.0;3;M;Akita Inu;Large;Meso;A
3;401;MAND;R;1;1;117.0;127.0;3;M;Akita Inu;Large;Meso;A
3;401;MAND;R;1;2;120.0;127.0;3;M;Akita Inu;Large;Meso;A
3;401;MAND;R;1;3;127.0;134.0;3;M;Akita Inu;Large;Meso;A
3;202;MAX;L;2;1;118.0;127.0;3;M;Akita Inu;Large;Meso;A
3;202;MAX;L;2;2;120.0;127.0;3;M;Akita Inu;Large;Meso;A
3;202;MAX;L;2;3;127.0;134.0;3;M;Akita Inu;Large;Meso;A
3;102;MAX;R;2;1;118.0;127.0;3;M;Akita Inu;Large;Meso;A
3;102;MAX;R;2;2;120.0;127.0;3;M;Akita Inu;Large;Meso;A
3;102;MAX;R;2;3;127.0;134.0;3;M;Akita Inu;Large;Meso;A
3;302;MAND;L;2;1;118.0;127.0;3;M;Akita Inu;Large;Meso;A
3;302;MAND;L;2;2;120.0;127.0;3;M;Akita Inu;Large;Meso;A
3;302;MAND;L;2;3;127.0;134.0;3;M;Akita Inu;Large;Meso;A
3;402;MAND;R;2;1;118.0;127.0;3;M;Akita Inu;Large;Meso;A
3;402;MAND;R;2;2;120.0;127.0;3;M;Akita Inu;Large;Meso;A
3;402;MAND;R;2;3;127.0;134.0;3;M;Akita Inu;Large;Meso;A
3;203;MAX;L;3;1;128.0;;4;M;Akita Inu;Large;Meso;A
3;203;MAX;L;3;2;128.0;;4;M;Akita Inu;Large;Meso;A
3;203;MAX;L;3;3;135.0;;4;M;Akita Inu;Large;Meso;A
3;103;MAX;R;3;1;128.0;;4;M;Akita Inu;Large;Meso;A
3;103;MAX;R;3;2;128.0;;4;M;Akita Inu;Large;Meso;A
3;103;MAX;R;3;3;135.0;;4;M;Akita Inu;Large;Meso;A
3;303;MAND;L;3;1;128.0;;4;M;Akita Inu;Large;Meso;A
3;303;MAND;L;3;2;128.0;;4;M;Akita Inu;Large;Meso;A
3;303;MAND;L;3;3;135.0;;4;M;Akita Inu;Large;Meso;A
3;403;MAND;R;3;1;128.0;;4;M;Akita Inu;Large;Meso;A
3;403;MAND;R;3;2;128.0;;4;M;Akita Inu;Large;Meso;A
3;403;MAND;R;3;3;135.0;;4;M;Akita Inu;Large;Meso;A
3;204;MAX;L;4;1;135.0;;4;M;Akita Inu;Large;Meso;A
3;204;MAX;L;4;2;135.0;;4;M;Akita Inu;Large;Meso;A
3;204;MAX;L;4;3;149.0;;4;M;Akita Inu;Large;Meso;A
3;104;MAX;R;4;1;135.0;;4;M;Akita Inu;Large;Meso;A
3;104;MAX;R;4;2;135.0;;4;M;Akita Inu;Large;Meso;A
3;104;MAX;R;4;3;149.0;;4;M;Akita Inu;Large;Meso;A
3;304;MAND;L;4;1;135.0;;4;M;Akita Inu;Large;Meso;A
3;304;MAND;L;4;2;135.0;;4;M;Akita Inu;Large;Meso;A
3;304;MAND;L;4;3;149.0;;4;M;Akita Inu;Large;Meso;A
3;404;MAND;R;4;1;135.0;;4;M;Akita Inu;Large;Meso;A
3;404;MAND;R;4;2;135.0;;4;M;Akita Inu;Large;Meso;A
3;404;MAND;R;4;3;149.0;;4;M;Akita Inu;Large;Meso;A
3;205;MAX;L;5;2;120.0;127.0;3;M;Akita Inu;Large;Meso;A
3;205;MAX;L;5;3;127.0;134.0;3;M;Akita Inu;Large;Meso;A
3;105;MAX;R;5;2;120.0;127.0;3;M;Akita Inu;Large;Meso;A
3;105;MAX;R;5;3;127.0;134.0;3;M;Akita Inu;Large;Meso;A
3;305;MAND;L;5;2;128.0;134.0;3;M;Akita Inu;Large;Meso;A
3;305;MAND;L;5;3;135.0;141.0;3;M;Akita Inu;Large;Meso;A
3;405;MAND;R;5;2;128.0;134.0;3;M;Akita Inu;Large;Meso;A
3;405;MAND;R;5;3;135.0;141.0;3;M;Akita Inu;Large;Meso;A
3;206;MAX;L;6;1;135.0;;4;M;Akita Inu;Large;Meso;A
3;206;MAX;L;6;2;135.0;;4;M;Akita Inu;Large;Meso;A
3;206;MAX;L;6;3;142.0;;4;M;Akita Inu;Large;Meso;A
3;106;MAX;R;6;1;135.0;;4;M;Akita Inu;Large;Meso;A
3;106;MAX;R;6;2;135.0;;4;M;Akita Inu;Large;Meso;A
3;106;MAX;R;6;3;142.0;;4;M;Akita Inu;Large;Meso;A
3;306;MAND;L;6;1;135.0;;4;M;Akita Inu;Large;Meso;A
3;306;MAND;L;6;2;135.0;;4;M;Akita Inu;Large;Meso;A
3;306;MAND;L;6;3;142.0;;4;M;Akita Inu;Large;Meso;A
3;406;MAND;R;6;1;135.0;;4;M;Akita Inu;Large;Meso;A
3;406;MAND;R;6;2;135.0;;4;M;Akita Inu;Large;Meso;A
3;406;MAND;R;6;3;142.0;;4;M;Akita Inu;Large;Meso;A
3;207;MAX;L;7;1;133.0;;4;M;Akita Inu;Large;Meso;A
3;207;MAX;L;7;2;133.0;;4;M;Akita Inu;Large;Meso;A
3;207;MAX;L;7;3;141.0;;4;M;Akita Inu;Large;Meso;A
3;107;MAX;R;7;1;133.0;;4;M;Akita Inu;Large;Meso;A
3;107;MAX;R;7;2;133.0;;4;M;Akita Inu;Large;Meso;A
3;107;MAX;R;7;3;141.0;;4;M;Akita Inu;Large;Meso;A
3;307;MAND;L;7;1;133.0;;4;M;Akita Inu;Large;Meso;A
3;307;MAND;L;7;2;133.0;;4;M;Akita Inu;Large;Meso;A
3;307;MAND;L;7;3;142.0;;4;M;Akita Inu;Large;Meso;A
3;407;MAND;R;7;1;133.0;;4;M;Akita Inu;Large;Meso;A
3;407;MAND;R;7;2;133.0;;4;M;Akita Inu;Large;Meso;A
3;407;MAND;R;7;3;142.0;;4;M;Akita Inu;Large;Meso;A
3;208;MAX;L;8;1;135.0;;4;M;Akita Inu;Large;Meso;A
3;208;MAX;L;8;2;135.0;;4;M;Akita Inu;Large;Meso;A
3;208;MAX;L;8;3;143.0;;4;M;Akita Inu;Large;Meso;A
3;108;MAX;R;8;1;135.0;;4;M;Akita Inu;Large;Meso;A
3;108;MAX;R;8;2;135.0;;4;M;Akita Inu;Large;Meso;A
3;108;MAX;R;8;3;143.0;;4;M;Akita Inu;Large;Meso;A
3;308;MAND;L;8;1;135.0;;4;M;Akita Inu;Large;Meso;A
3;308;MAND;L;8;2;135.0;;4;M;Akita Inu;Large;Meso;A
3;308;MAND;L;8;3;142.0;;4;M;Akita Inu;Large;Meso;A
3;408;MAND;R;8;1;135.0;;4;M;Akita Inu;Large;Meso;A
3;408;MAND;R;8;2;135.0;;4;M;Akita Inu;Large;Meso;A
3;408;MAND;R;8;3;142.0;;4;M;Akita Inu;Large;Meso;A
3;209;MAX;L;9;2;128.0;134.0;3;M;Akita Inu;Large;Meso;A
3;209;MAX;L;9;3;135.0;141.0;3;M;Akita Inu;Large;Meso;A
3;109;MAX;R;9;2;128.0;134.0;3;M;Akita Inu;Large;Meso;A
3;109;MAX;R;9;3;135.0;141.0;3;M;Akita Inu;Large;Meso;A
3;309;MAND;L;9;2;128.0;134.0;3;M;Akita Inu;Large;Meso;A
3;309;MAND;L;9;3;138.0;144.0;3;M;Akita Inu;Large;Meso;A
3;409;MAND;R;9;2;128.0;134.0;3;M;Akita Inu;Large;Meso;A
3;409;MAND;R;9;3;138.0;144.0;3;M;Akita Inu;Large;Meso;A
3;210;MAX;L;10;2;135.0;;4;M;Akita Inu;Large;Meso;A
3;210;MAX;L;10;3;142.0;;4;M;Akita Inu;Large;Meso;A
3;110;MAX;R;10;2;135.0;;4;M;Akita Inu;Large;Meso;A
3;110;MAX;R;10;3;142.0;;4;M;Akita Inu;Large;Meso;A
3;310;MAND;L;10;2;135.0;;4;M;Akita Inu;Large;Meso;A
3;310;MAND;L;10;3;142.0;;4;M;Akita Inu;Large;Meso;A
3;410;MAND;R;10;2;135.0;;4;M;Akita Inu;Large;Meso;A
3;410;MAND;R;10;3;142.0;;4;M;Akita Inu;Large;Meso;A
3;311;MAND;L;11;2;135.0;;4;M;Akita Inu;Large;Meso;A
3;311;MAND;L;11;3;142.0;;4;M;Akita Inu;Large;Meso;A
3;411;MAND;R;11;2;135.0;;4;M;Akita Inu;Large;Meso;A
3;411;MAND;R;11;3;142.0;;4;M;Akita Inu;Large;Meso;A
4;201;MAX;L;1;1;106.0;;4;F;Akita Inu;Large;Meso;A
4;201;MAX;L;1;2;106.0;;4;F;Akita Inu;Large;Meso;A
4;201;MAX;L;1;3;112.0;;4;F;Akita Inu;Large;Meso;A
4;101;MAX;R;1;1;106.0;;4;F;Akita Inu;Large;Meso;A
4;101;MAX;R;1;2;106.0;;4;F;Akita Inu;Large;Meso;A
4;101;MAX;R;1;3;112.0;;4;F;Akita Inu;Large;Meso;A
4;301;MAND;L;1;1;106.0;;4;F;Akita Inu;Large;Meso;A
4;301;MAND;L;1;2;106.0;;4;F;Akita Inu;Large;Meso;A
4;301;MAND;L;1;3;111.0;;4;F;Akita Inu;Large;Meso;A
4;401;MAND;R;1;1;106.0;;4;F;Akita Inu;Large;Meso;A
4;401;MAND;R;1;2;106.0;;4;F;Akita Inu;Large;Meso;A
4;401;MAND;R;1;3;111.0;;4;F;Akita Inu;Large;Meso;A
