DOG;TOOTH_NUMBER;MAX_MAND;SIDE;POSITION;DEVELOPM_STAGE;LOWER;UPPER;CENS;SEX;BREED;BREED_SIZE;SKULL_TYPE;BREED_CLADE
69;203;MAX;L;3;2;111.0;;4;M;Border Collie;Medium;Meso;T
69;203;MAX;L;3;3;118.0;;4;M;Border Collie;Medium;Meso;T
69;103;MAX;R;3;1;110.0;;4;M;Border Collie;Medium;Meso;T
69;103;MAX;R;3;2;111.0;;4;M;Border Collie;Medium;Meso;T
69;103;MAX;R;3;3;118.0;;4;M;Border Collie;Medium;Meso;T
69;303;MAND;L;3;1;110.0;;4;M;Border Collie;Medium;Meso;T
69;303;MAND;L;3;2;111.0;;4;M;Border Collie;Medium;Meso;T
69;303;MAND;L;3;3;118.0;;4;M;Border Collie;Medium;Meso;T
69;403;MAND;R;3;1;110.0;;4;M;Border Collie;Medium;Meso;T
69;403;MAND;R;3;2;111.0;;4;M;Border Collie;Medium;Meso;T
69;403;MAND;R;3;3;118.0;;4;M;Border Collie;Medium;Meso;T
69;204;MAX;L;4;1;131.0;131.0;0;M;Border Collie;Medium;Meso;T
69;204;MAX;L;4;2;132.0;134.0;3;M;Border Collie;Medium;Meso;T
69;204;MAX;L;4;3;146.0;148.0;3;M;Border Collie;Medium;Meso;T
69;104;MAX;R;4;1;132.0;;4;M;Border Collie;Medium;Meso;T
69;104;MAX;R;4;2;135.0;;4;M;Border Collie;Medium;Meso;T
69;104;MAX;R;4;3;149.0;;4;M;Border Collie;Medium;Meso;T
69;304;MAND;L;4;1;132.0;;4;M;Border Collie;Medium;Meso;T
69;304;MAND;L;4;2;133.0;134.0;3;M;Border Collie;Medium;Meso;T
69;304;MAND;L;4;3;147.0;148.0;3;M;Border Collie;Medium;Meso;T
69;404;MAND;R;4;1;132.0;;4;M;Border Collie;Medium;Meso;T
69;404;MAND;R;4;2;133.0;134.0;3;M;Border Collie;Medium;Meso;T
69;404;MAND;R;4;3;147.0;148.0;3;M;Border Collie;Medium;Meso;T
69;205;MAX;L;5;2;;102.0;2;M;Border Collie;Medium;Meso;T
69;205;MAX;L;5;3;109.0;109.0;0;M;Border Collie;Medium;Meso;T
69;105;MAX;R;5;2;;102.0;2;M;Border Collie;Medium;Meso;T
69;105;MAX;R;5;3;109.0;109.0;0;M;Border Collie;Medium;Meso;T
69;305;MAND;L;5;2;;102.0;2;M;Border Collie;Medium;Meso;T
69;305;MAND;L;5;3;109.0;109.0;0;M;Border Collie;Medium;Meso;T
69;405;MAND;R;5;2;;102.0;2;M;Border Collie;Medium;Meso;T
69;405;MAND;R;5;3;109.0;109.0;0;M;Border Collie;Medium;Meso;T
69;206;MAX;L;6;1;122.0;124.0;3;M;Border Collie;Medium;Meso;T
69;206;MAX;L;6;2;124.0;124.0;0;M;Border Collie;Medium;Meso;T
69;206;MAX;L;6;3;131.0;131.0;0;M;Border Collie;Medium;Meso;T
69;106;MAX;R;6;1;122.0;124.0;3;M;Border Collie;Medium;Meso;T
69;106;MAX;R;6;2;124.0;124.0;0;M;Border Collie;Medium;Meso;T
69;106;MAX;R;6;3;131.0;131.0;0;M;Border Collie;Medium;Meso;T
69;306;MAND;L;6;1;122.0;124.0;3;M;Border Collie;Medium;Meso;T
69;306;MAND;L;6;2;124.0;124.0;0;M;Border Collie;Medium;Meso;T
69;306;MAND;L;6;3;131.0;131.0;0;M;Border Collie;Medium;Meso;T
69;406;MAND;R;6;1;122.0;124.0;3;M;Border Collie;Medium;Meso;T
69;406;MAND;R;6;2;124.0;124.0;0;M;Border Collie;Medium;Meso;T
69;406;MAND;R;6;3;131.0;131.0;0;M;Border Collie;Medium;Meso;T
69;207;MAX;L;7;1;120.0;121.0;3;M;Border Collie;Medium;Meso;T
69;207;MAX;L;7;2;121.0;121.0;0;M;Border Collie;Medium;Meso;T
69;207;MAX;L;7;3;131.0;131.0;0;M;Border Collie;Medium;Meso;T
69;107;MAX;R;7;1;120.0;121.0;3;M;Border Collie;Medium;Meso;T
69;107;MAX;R;7;2;121.0;121.0;0;M;Border Collie;Medium;Meso;T
69;107;MAX;R;7;3;131.0;131.0;0;M;Border Collie;Medium;Meso;T
69;307;MAND;L;7;1;132.0;;4;M;Border Collie;Medium;Meso;T
69;307;MAND;L;7;2;132.0;;4;M;Border Collie;Medium;Meso;T
69;307;MAND;L;7;3;139.0;;4;M;Border Collie;Medium;Meso;T
69;407;MAND;R;7;1;132.0;;4;M;Border Collie;Medium;Meso;T
69;407;MAND;R;7;2;132.0;;4;M;Border Collie;Medium;Meso;T
69;407;MAND;R;7;3;139.0;;4;M;Border Collie;Medium;Meso;T
69;208;MAX;L;8;1;132.0;;4;M;Border Collie;Medium;Meso;T
69;208;MAX;L;8;2;132.0;;4;M;Border Collie;Medium;Meso;T
69;208;MAX;L;8;3;142.0;;4;M;Border Collie;Medium;Meso;T
69;108;MAX;R;8;1;132.0;;4;M;Border Collie;Medium;Meso;T
69;108;MAX;R;8;2;132.0;;4;M;Border Collie;Medium;Meso;T
69;108;MAX;R;8;3;142.0;;4;M;Border Collie;Medium;Meso;T
69;308;MAND;L;8;1;132.0;;4;M;Border Collie;Medium;Meso;T
69;308;MAND;L;8;2;132.0;;4;M;Border Collie;Medium;Meso;T
69;308;MAND;L;8;3;139.0;;4;M;Border Collie;Medium;Meso;T
69;408;MAND;R;8;1;132.0;;4;M;Border Collie;Medium;Meso;T
69;408;MAND;R;8;2;132.0;;4;M;Border Collie;Medium;Meso;T
69;408;MAND;R;8;3;139.0;;4;M;Border Collie;Medium;Meso;T
69;209;MAX;L;9;2;132.0;;4;M;Border Collie;Medium;Meso;T
69;209;MAX;L;9;3;139.0;;4;M;Border Collie;Medium;Meso;T
69;109;MAX;R;9;2;132.0;;4;M;Border Collie;Medium;Meso;T
69;109;MAX;R;9;3;139.0;;4;M;Border Collie;Medium;Meso;T
69;309;MAND;L;9;2;131.0;142.0;3;M;Border Collie;Medium;Meso;T
69;309;MAND;L;9;3;140.0;142.0;3;M;Border Collie;Medium;Meso;T
69;409;MAND;R;9;2;131.0;142.0;3;M;Border Collie;Medium;Meso;T
69;409;MAND;R;9;3;140.0;142.0;3;M;Border Collie;Medium;Meso;T
69;210;MAX;L;10;2;132.0;;4;M;Border Collie;Medium;Meso;T
69;210;MAX;L;10;3;139.0;;4;M;Border Collie;Medium;Meso;T
69;110;MAX;R;10;2;132.0;;4;M;Border Collie;Medium;Meso;T
69;110;MAX;R;10;3;139.0;;4;M;Border Collie;Medium;Meso;T
69;310;MAND;L;10;2;132.0;;4;M;Border Collie;Medium;Meso;T
69;310;MAND;L;10;3;139.0;;4;M;Border Collie;Medium;Meso;T
69;410;MAND;R;10;2;132.0;;4;M;Border Collie;Medium;Meso;T
69;410;MAND;R;10;3;139.0;;4;M;Border Collie;Medium;Meso;T
69;311;MAND;L;11;2;132.0;;4;M;Border Collie;Medium;Meso;T
69;311;MAND;L;11;3;139.0;;4;M;Border Collie;Medium;Meso;T
69;411;MAND;R;11;2;132.0;;4;M;Border Collie;Medium;Meso;T
69;411;MAND;R;11;3;139.0;;4;M;Border Collie;Medium;Meso;T
70;201;MAX;L;1;1;;113.0;2;M;Border Collie;Medium;Meso;T
70;201;MAX;L;1;2;114.0;115.0;3;M;Border Collie;Medium;Meso;T
70;201;MAX;L;1;3;121.0;122.0;3;M;Border Collie;Medium;Meso;T
70;101;MAX;R;1;1;;113.0;2;M;Border Collie;Medium;Meso;T
70;101;MAX;R;1;2;114.0;115.0;3;M;Border Collie;Medium;Meso;T
70;101;MAX;R;1;3;121.0;122.0;3;M;Border Collie;Medium;Meso;T
70;301;MAND;L;1;1;114.0;;4;M;Border Collie;Medium;Meso;T
70;301;MAND;L;1;2;114.0;;4;M;Border Collie;Medium;Meso;T
70;301;MAND;L;1;3;121.0;;4;M;Border Collie;Medium;Meso;T
70;401;MAND;R;1;1;114.0;;4;M;Border Collie;Medium;Meso;T
70;401;MAND;R;1;2;114.0;;4;M;Border Collie;Medium;Meso;T
70;401;MAND;R;1;3;121.0;;4;M;Border Collie;Medium;Meso;T
70;202;MAX;L;2;1;;113.0;2;M;Border Collie;Medium;Meso;T
70;202;MAX;L;2;2;114.0;115.0;3;M;Border Collie;Medium;Meso;T
70;202;MAX;L;2;3;121.0;122.0;3;M;Border Collie;Medium;Meso;T
70;102;MAX;R;2;1;;113.0;2;M;Border Collie;Medium;Meso;T
70;102;MAX;R;2;2;114.0;115.0;3;M;Border Collie;Medium;Meso;T
70;102;MAX;R;2;3;121.0;122.0;3;M;Border Collie;Medium;Meso;T
70;302;MAND;L;2;1;114.0;;4;M;Border Collie;Medium;Meso;T
70;302;MAND;L;2;2;114.0;;4;M;Border Collie;Medium;Meso;T
70;302;MAND;L;2;3;121.0;;4;M;Border Collie;Medium;Meso;T
70;402;MAND;R;2;1;114.0;;4;M;Border Collie;Medium;Meso;T
70;402;MAND;R;2;2;114.0;;4;M;Border Collie;Medium;Meso;T
70;402;MAND;R;2;3;121.0;;4;M;Border Collie;Medium;Meso;T
70;203;MAX;L;3;1;113.0;113.0;0;M;Border Collie;Medium;Meso;T
70;203;MAX;L;3;2;114.0;115.0;3;M;Border Collie;Medium;Meso;T
70;203;MAX;L;3;3;121.0;122.0;3;M;Border Collie;Medium;Meso;T
70;103;MAX;R;3;1;114.0;;4;M;Border Collie;Medium;Meso;T
70;103;MAX;R;3;2;114.0;;4;M;Border Collie;Medium;Meso;T
70;103;MAX;R;3;3;121.0;;4;M;Border Collie;Medium;Meso;T
70;303;MAND;L;3;1;114.0;;4;M;Border Collie;Medium;Meso;T
70;303;MAND;L;3;2;114.0;;4;M;Border Collie;Medium;Meso;T
70;303;MAND;L;3;3;121.0;;4;M;Border Collie;Medium;Meso;T
70;403;MAND;R;3;1;114.0;;4;M;Border Collie;Medium;Meso;T
70;403;MAND;R;3;2;114.0;;4;M;Border Collie;Medium;Meso;T
70;403;MAND;R;3;3;121.0;;4;M;Border Collie;Medium;Meso;T
70;204;MAX;L;4;1;164.0;164.0;0;M;Border Collie;Medium;Meso;T
70;204;MAX;L;4;2;167.0;167.0;0;M;Border Collie;Medium;Meso;T
70;204;MAX;L;4;3;181.0;181.0;0;M;Border Collie;Medium;Meso;T
70;104;MAX;R;4;1;164.0;164.0;0;M;Border Collie;Medium;Meso;T
70;104;MAX;R;4;2;167.0;167.0;0;M;Border Collie;Medium;Meso;T
70;104;MAX;R;4;3;181.0;181.0;0;M;Border Collie;Medium;Meso;T
70;304;MAND;L;4;1;164.0;164.0;0;M;Border Collie;Medium;Meso;T
70;304;MAND;L;4;2;167.0;167.0;0;M;Border Collie;Medium;Meso;T
70;304;MAND;L;4;3;181.0;181.0;0;M;Border Collie;Medium;Meso;T
70;404;MAND;R;4;1;164.0;164.0;0;M;Border Collie;Medium;Meso;T
70;404;MAND;R;4;2;167.0;167.0;0;M;Border Collie;Medium;Meso;T
70;404;MAND;R;4;3;181.0;181.0;0;M;Border Collie;Medium;Meso;T
70;205;MAX;L;5;2;114.0;;4;M;Border Collie;Medium;Meso;T
70;205;MAX;L;5;3;121.0;;4;M;Border Collie;Medium;Meso;T
70;105;MAX;R;5;2;114.0;;4;M;Border Collie;Medium;Meso;T
70;105;MAX;R;5;3;121.0;;4;M;Border Collie;Medium;Meso;T
70;305;MAND;L;5;2;114.0;;4;M;Border Collie;Medium;Meso;T
70;305;MAND;L;5;3;121.0;;4;M;Border Collie;Medium;Meso;T
70;405;MAND;R;5;2;114.0;;4;M;Border Collie;Medium;Meso;T
70;405;MAND;R;5;3;121.0;;4;M;Border Collie;Medium;Meso;T
70;206;MAX;L;6;1;114.0;;4;M;Border Collie;Medium;Meso;T
70;206;MAX;L;6;2;114.0;;4;M;Border Collie;Medium;Meso;T
70;206;MAX;L;6;3;121.0;;4;M;Border Collie;Medium;Meso;T
70;106;MAX;R;6;1;114.0;;4;M;Border Collie;Medium;Meso;T
70;106;MAX;R;6;2;114.0;;4;M;Border Collie;Medium;Meso;T
70;106;MAX;R;6;3;121.0;;4;M;Border Collie;Medium;Meso;T
70;306;MAND;L;6;1;114.0;;4;M;Border Collie;Medium;Meso;T
70;306;MAND;L;6;2;114.0;;4;M;Border Collie;Medium;Meso;T
70;306;MAND;L;6;3;121.0;;4;M;Border Collie;Medium;Meso;T
70;406;MAND;R;6;1;114.0;;4;M;Border Collie;Medium;Meso;T
70;406;MAND;R;6;2;114.0;;4;M;Border Collie;Medium;Meso;T
70;406;MAND;R;6;3;121.0;;4;M;Border Collie;Medium;Meso;T
70;207;MAX;L;7;1;114.0;;4;M;Border Collie;Medium;Meso;T
70;207;MAX;L;7;2;114.0;;4;M;Border Collie;Medium;Meso;T
70;207;MAX;L;7;3;124.0;;4;M;Border Collie;Medium;Meso;T
70;107;MAX;R;7;1;114.0;;4;M;Border Collie;Medium;Meso;T
70;107;MAX;R;7;2;114.0;;4;M;Border Collie;Medium;Meso;T
70;107;MAX;R;7;3;124.0;;4;M;Border Collie;Medium;Meso;T
70;307;MAND;L;7;1;114.0;;4;M;Border Collie;Medium;Meso;T
70;307;MAND;L;7;2;114.0;;4;M;Border Collie;Medium;Meso;T
70;307;MAND;L;7;3;121.0;;4;M;Border Collie;Medium;Meso;T
70;407;MAND;R;7;1;114.0;;4;M;Border Collie;Medium;Meso;T
70;407;MAND;R;7;2;114.0;;4;M;Border Collie;Medium;Meso;T
70;407;MAND;R;7;3;121.0;;4;M;Border Collie;Medium;Meso;T
70;208;MAX;L;8;1;114.0;;4;M;Border Collie;Medium;Meso;T
70;208;MAX;L;8;2;114.0;;4;M;Border Collie;Medium;Meso;T
70;208;MAX;L;8;3;124.0;;4;M;Border Collie;Medium;Meso;T
70;108;MAX;R;8;1;114.0;;4;M;Border Collie;Medium;Meso;T
70;108;MAX;R;8;2;114.0;;4;M;Border Collie;Medium;Meso;T
70;108;MAX;R;8;3;124.0;;4;M;Border Collie;Medium;Meso;T
70;308;MAND;L;8;1;114.0;;4;M;Border Collie;Medium;Meso;T
70;308;MAND;L;8;2;114.0;;4;M;Border Collie;Medium;Meso;T
70;308;MAND;L;8;3;121.0;;4;M;Border Collie;Medium;Meso;T
70;408;MAND;R;8;1;114.0;;4;M;Border Collie;Medium;Meso;T
70;408;MAND;R;8;2;114.0;;4;M;Border Collie;Medium;Meso;T
70;408;MAND;R;8;3;121.0;;4;M;Border Collie;Medium;Meso;T
70;209;MAX;L;9;2;114.0;;4;M;Border Collie;Medium;Meso;T
70;209;MAX;L;9;3;121.0;;4;M;Border Collie;Medium;Meso;T
70;109;MAX;R;9;2;114.0;;4;M;Border Collie;Medium;Meso;T
70;109;MAX;R;9;3;121.0;;4;M;Border Collie;Medium;Meso;T
70;309;MAND;L;9;2;114.0;;4;M;Border Collie;Medium;Meso;T
70;309;MAND;L;9;3;124.0;;4;M;Border Collie;Medium;Meso;T
70;409;MAND;R;9;2;114.0;;4;M;Border Collie;Medium;Meso;T
70;409;MAND;R;9;3;124.0;;4;M;Border Collie;Medium;Meso;T
70;210;MAX;L;10;2;114.0;;4;M;Border Collie;Medium;Meso;T
70;210;MAX;L;10;3;121.0;;4;M;Border Collie;Medium;Meso;T
70;110;MAX;R;10;2;114.0;;4;M;Border Collie;Medium;Meso;T
70;110;MAX;R;10;3;121.0;;4;M;Border Collie;Medium;Meso;T
70;310;MAND;L;10;2;114.0;;4;M;Border Collie;Medium;Meso;T
70;310;MAND;L;10;3;121.0;;4;M;Border Collie;Medium;Meso;T
70;410;MAND;R;10;2;114.0;;4;M;Border Collie;Medium;Meso;T
70;410;MAND;R;10;3;121.0;;4;M;Border Collie;Medium;Meso;T
70;311;MAND;L;11;2;;;1;M;Border Collie;Medium;Meso;T
70;311;MAND;L;11;3;;;1;M;Border Collie;Medium;Meso;T
70;411;MAND;R;11;2;;;1;M;Border Collie;Medium;Meso;T
70;411;MAND;R;11;3;;;1;M;Border Collie;Medium;Meso;T
71;201;MAX;L;1;1;;113.0;2;M;Border Collie;Medium;Meso;T
71;201;MAX;L;1;2;114.0;115.0;3;M;Border Collie;Medium;Meso;T
71;201;MAX;L;1;3;121.0;122.0;3;M;Border Collie;Medium;Meso;T
71;101;MAX;R;1;1;;113.0;2;M;Border Collie;Medium;Meso;T
71;101;MAX;R;1;2;114.0;115.0;3;M;Border Collie;Medium;Meso;T
71;101;MAX;R;1;3;121.0;122.0;3;M;Border Collie;Medium;Meso;T
71;301;MAND;L;1;1;106.0;106.0;0;M;Border Collie;Medium;Meso;T
71;301;MAND;L;1;2;111.0;113.0;3;M;Border Collie;Medium;Meso;T
71;301;MAND;L;1;3;118.0;120.0;3;M;Border Collie;Medium;Meso;T
71;401;MAND;R;1;1;113.0;113.0;0;M;Border Collie;Medium;Meso;T
71;401;MAND;R;1;2;114.0;115.0;3;M;Border Collie;Medium;Meso;T
71;401;MAND;R;1;3;121.0;122.0;3;M;Border Collie;Medium;Meso;T
71;202;MAX;L;2;1;;;1;M;Border Collie;Medium;Meso;T
71;202;MAX;L;2;2;;;1;M;Border Collie;Medium;Meso;T
71;202;MAX;L;2;3;;;1;M;Border Collie;Medium;Meso;T
71;102;MAX;R;2;1;;;1;M;Border Collie;Medium;Meso;T
71;102;MAX;R;2;2;;;1;M;Border Collie;Medium;Meso;T
71;102;MAX;R;2;3;;;1;M;Border Collie;Medium;Meso;T
71;302;MAND;L;2;1;;;1;M;Border Collie;Medium;Meso;T
71;302;MAND;L;2;2;;;1;M;Border Collie;Medium;Meso;T
71;302;MAND;L;2;3;;;1;M;Border Collie;Medium;Meso;T
71;402;MAND;R;2;1;;;1;M;Border Collie;Medium;Meso;T
71;402;MAND;R;2;2;;;1;M;Border Collie;Medium;Meso;T
71;402;MAND;R;2;3;;;1;M;Border Collie;Medium;Meso;T
71;203;MAX;L;3;1;;;1;M;Border Collie;Medium;Meso;T
71;203;MAX;L;3;2;;;1;M;Border Collie;Medium;Meso;T
71;203;MAX;L;3;3;;;1;M;Border Collie;Medium;Meso;T
71;103;MAX;R;3;1;;;1;M;Border Collie;Medium;Meso;T
71;103;MAX;R;3;2;;;1;M;Border Collie;Medium;Meso;T
71;103;MAX;R;3;3;;;1;M;Border Collie;Medium;Meso;T
71;303;MAND;L;3;1;;;1;M;Border Collie;Medium;Meso;T
71;303;MAND;L;3;2;;;1;M;Border Collie;Medium;Meso;T
71;303;MAND;L;3;3;;;1;M;Border Collie;Medium;Meso;T
71;403;MAND;R;3;1;;;1;M;Border Collie;Medium;Meso;T
71;403;MAND;R;3;2;;;1;M;Border Collie;Medium;Meso;T
71;403;MAND;R;3;3;;;1;M;Border Collie;Medium;Meso;T
71;204;MAX;L;4;1;;;1;M;Border Collie;Medium;Meso;T
71;204;MAX;L;4;2;;;1;M;Border Collie;Medium;Meso;T
71;204;MAX;L;4;3;;;1;M;Border Collie;Medium;Meso;T
71;104;MAX;R;4;1;;;1;M;Border Collie;Medium;Meso;T
71;104;MAX;R;4;2;;;1;M;Border Collie;Medium;Meso;T
71;104;MAX;R;4;3;;;1;M;Border Collie;Medium;Meso;T
71;304;MAND;L;4;1;;;1;M;Border Collie;Medium;Meso;T
71;304;MAND;L;4;2;;;1;M;Border Collie;Medium;Meso;T
71;304;MAND;L;4;3;;;1;M;Border Collie;Medium;Meso;T
71;404;MAND;R;4;1;;;1;M;Border Collie;Medium;Meso;T
71;404;MAND;R;4;2;;;1;M;Border Collie;Medium;Meso;T
71;404;MAND;R;4;3;;;1;M;Border Collie;Medium;Meso;T
71;205;MAX;L;5;2;113.0;113.0;0;M;Border Collie;Medium;Meso;T
71;205;MAX;L;5;3;120.0;;4;M;Border Collie;Medium;Meso;T
71;105;MAX;R;5;2;113.0;113.0;0;M;Border Collie;Medium;Meso;T
71;105;MAX;R;5;3;120.0;;4;M;Border Collie;Medium;Meso;T
71;305;MAND;L;5;2;;;1;M;Border Collie;Medium;Meso;T
71;305;MAND;L;5;3;;;1;M;Border Collie;Medium;Meso;T
71;405;MAND;R;5;2;;;1;M;Border Collie;Medium;Meso;T
71;405;MAND;R;5;3;;;1;M;Border Collie;Medium;Meso;T
71;206;MAX;L;6;1;;;1;M;Border Collie;Medium;Meso;T
71;206;MAX;L;6;2;;;1;M;Border Collie;Medium;Meso;T
71;206;MAX;L;6;3;;;1;M;Border Collie;Medium;Meso;T
71;106;MAX;R;6;1;;;1;M;Border Collie;Medium;Meso;T
71;106;MAX;R;6;2;;;1;M;Border Collie;Medium;Meso;T
71;106;MAX;R;6;3;;;1;M;Border Collie;Medium;Meso;T
71;306;MAND;L;6;1;;;1;M;Border Collie;Medium;Meso;T
71;306;MAND;L;6;2;;;1;M;Border Collie;Medium;Meso;T
71;306;MAND;L;6;3;;;1;M;Border Collie;Medium;Meso;T
71;406;MAND;R;6;1;;;1;M;Border Collie;Medium;Meso;T
71;406;MAND;R;6;2;;;1;M;Border Collie;Medium;Meso;T
71;406;MAND;R;6;3;;;1;M;Border Collie;Medium;Meso;T
71;207;MAX;L;7;1;;;1;M;Border Collie;Medium;Meso;T
71;207;MAX;L;7;2;;;1;M;Border Collie;Medium;Meso;T
71;207;MAX;L;7;3;;;1;M;Border Collie;Medium;Meso;T
71;107;MAX;R;7;1;;;1;M;Border Collie;Medium;Meso;T
71;107;MAX;R;7;2;;;1;M;Border Collie;Medium;Meso;T
71;107;MAX;R;7;3;;;1;M;Border Collie;Medium;Meso;T
71;307;MAND;L;7;1;;;1;M;Border Collie;Medium;Meso;T
71;307;MAND;L;7;2;;;1;M;Border Collie;Medium;Meso;T
71;307;MAND;L;7;3;;;1;M;Border Collie;Medium;Meso;T
71;407;MAND;R;7;1;;;1;M;Border Collie;Medium;Meso;T
71;407;MAND;R;7;2;;;1;M;Border Collie;Medium;Meso;T
71;407;MAND;R;7;3;;;1;M;Border Collie;Medium;Meso;T
71;208;MAX;L;8;1;;;1;M;Border Collie;Medium;Meso;T
71;208;MAX;L;8;2;;;1;M;Border Collie;Medium;Meso;T
71;208;MAX;L;8;3;;;1;M;Border Collie;Medium;Meso;T
71;108;MAX;R;8;1;;;1;M;Border Collie;Medium;Meso;T
71;108;MAX;R;8;2;;;1;M;Border Collie;Medium;Meso;T
71;108;MAX;R;8;3;;;1;M;Border Collie;Medium;Meso;T
71;308;MAND;L;8;1;;;1;M;Border Collie;Medium;Meso;T
71;308;MAND;L;8;2;;;1;M;Border Collie;Medium;Meso;T
71;308;MAND;L;8;3;;;1;M;Border Collie;Medium;Meso;T
71;408;MAND;R;8;1;;;1;M;Border Collie;Medium;Meso;T
71;408;MAND;R;8;2;;;1;M;Border Collie;Medium;Meso;T
71;408;MAND;R;8;3;;;1;M;Border Collie;Medium;Meso;T
71;209;MAX;L;9;2;;;1;M;Border Collie;Medium;Meso;T
71;209;MAX;L;9;3;;;1;M;Border Collie;Medium;Meso;T
71;109;MAX;R;9;2;;;1;M;Border Collie;Medium;Meso;T
71;109;MAX;R;9;3;;;1;M;Border Collie;Medium;Meso;T
71;309;MAND;L;9;2;;;1;M;Border Collie;Medium;Meso;T
71;309;MAND;L;9;3;;;1;M;Border Collie;Medium;Meso;T
71;409;MAND;R;9;2;;;1;M;Border Collie;Medium;Meso;T
71;409;MAND;R;9;3;;;1;M;Border Collie;Medium;Meso;T
71;210;MAX;L;10;2;;;1;M;Border Collie;Medium;Meso;T
71;210;MAX;L;10;3;;;1;M;Border Collie;Medium;Meso;T
71;110;MAX;R;10;2;;;1;M;Border Collie;Medium;Meso;T
71;110;MAX;R;10;3;;;1;M;Border Collie;Medium;Meso;T
71;310;MAND;L;10;2;;;1;M;Border Collie;Medium;Meso;T
71;310;MAND;L;10;3;;;1;M;Border Collie;Medium;Meso;T
71;410;MAND;R;10;2;;;1;M;Border Collie;Medium;Meso;T
71;410;MAND;R;10;3;;;1;M;Border Collie;Medium;Meso;T
71;311;MAND;L;11;2;;;1;M;Border Collie;Medium;Meso;T
71;311;MAND;L;11;3;;;1;M;Border Collie;Medium;Meso;T
71;411;MAND;R;11;2;;;1;M;Border Collie;Medium;Meso;T
71;411;MAND;R;11;3;;;1;M;Border Collie;Medium;Meso;T
72;201;MAX;L;1;1;;114.0;2;F;Border Collie;Medium;Meso;T
72;201;MAX;L;1;2;;114.0;2;F;Border Collie;Medium;Meso;T
72;201;MAX;L;1;3;;122.0;2;F;Border Collie;Medium;Meso;T
72;101;MAX;R;1;1;;114.0;2;F;Border Collie;Medium;Meso;T
72;101;MAX;R;1;2;;114.0;2;F;Border Collie;Medium;Meso;T
72;101;MAX;R;1;3;;122.0;2;F;Border Collie;Medium;Meso;T
72;301;MAND;L;1;1;;;1;F;Border Collie;Medium;Meso;T
72;301;MAND;L;1;2;;115.0;2;F;Border Collie;Medium;Meso;T
72;301;MAND;L;1;3;;122.0;2;F;Border Collie;Medium;Meso;T
72;401;MAND;R;1;1;;;1;F;Border Collie;Medium;Meso;T
72;401;MAND;R;1;2;;115.0;2;F;Border Collie;Medium;Meso;T
72;401;MAND;R;1;3;;122.0;2;F;Border Collie;Medium;Meso;T
72;202;MAX;L;2;1;;;1;F;Border Collie;Medium;Meso;T
72;202;MAX;L;2;2;122.0;122.0;0;F;Border Collie;Medium;Meso;T
72;202;MAX;L;2;3;122.0;129.0;3;F;Border Collie;Medium;Meso;T
72;102;MAX;R;2;1;;;1;F;Border Collie;Medium;Meso;T
72;102;MAX;R;2;2;122.0;122.0;0;F;Border Collie;Medium;Meso;T
72;102;MAX;R;2;3;122.0;129.0;3;F;Border Collie;Medium;Meso;T
72;302;MAND;L;2;1;;;1;F;Border Collie;Medium;Meso;T
72;302;MAND;L;2;2;115.0;122.0;3;F;Border Collie;Medium;Meso;T
72;302;MAND;L;2;3;122.0;129.0;3;F;Border Collie;Medium;Meso;T
72;402;MAND;R;2;1;;;1;F;Border Collie;Medium;Meso;T
72;402;MAND;R;2;2;115.0;122.0;3;F;Border Collie;Medium;Meso;T
72;402;MAND;R;2;3;122.0;129.0;3;F;Border Collie;Medium;Meso;T
72;203;MAX;L;3;1;;;1;F;Border Collie;Medium;Meso;T
72;203;MAX;L;3;2;;;1;F;Border Collie;Medium;Meso;T
72;203;MAX;L;3;3;;;1;F;Border Collie;Medium;Meso;T
72;103;MAX;R;3;1;;;1;F;Border Collie;Medium;Meso;T
72;103;MAX;R;3;2;;;1;F;Border Collie;Medium;Meso;T
72;103;MAX;R;3;3;;;1;F;Border Collie;Medium;Meso;T
72;303;MAND;L;3;1;;;1;F;Border Collie;Medium;Meso;T
72;303;MAND;L;3;2;115.0;122.0;3;F;Border Collie;Medium;Meso;T
72;303;MAND;L;3;3;122.0;129.0;3;F;Border Collie;Medium;Meso;T
72;403;MAND;R;3;1;;;1;F;Border Collie;Medium;Meso;T
72;403;MAND;R;3;2;115.0;122.0;3;F;Border Collie;Medium;Meso;T
72;403;MAND;R;3;3;122.0;129.0;3;F;Border Collie;Medium;Meso;T
72;204;MAX;L;4;1;;;1;F;Border Collie;Medium;Meso;T
72;204;MAX;L;4;2;;;1;F;Border Collie;Medium;Meso;T
72;204;MAX;L;4;3;;;1;F;Border Collie;Medium;Meso;T
72;104;MAX;R;4;1;;;1;F;Border Collie;Medium;Meso;T
72;104;MAX;R;4;2;;;1;F;Border Collie;Medium;Meso;T
72;104;MAX;R;4;3;;;1;F;Border Collie;Medium;Meso;T
72;304;MAND;L;4;1;;;1;F;Border Collie;Medium;Meso;T
72;304;MAND;L;4;2;;;1;F;Border Collie;Medium;Meso;T
72;304;MAND;L;4;3;;;1;F;Border Collie;Medium;Meso;T
72;404;MAND;R;4;1;;;1;F;Border Collie;Medium;Meso;T
72;404;MAND;R;4;2;;;1;F;Border Collie;Medium;Meso;T
72;404;MAND;R;4;3;;;1;F;Border Collie;Medium;Meso;T
